datetime,solar,load,price_buy,price_sell,co2
2020-01-01T00:00:00Z,0,304.40379896037803,0.22,0,0.23975790799999999
2020-01-01T01:00:00Z,0,199.70956723056304,0.22,0,0.273658597
2020-01-01T02:00:00Z,0,199.98487359695901,0.22,0,0.270383127
2020-01-01T03:00:00Z,0,200.14211078824849,0.22,0,0.26368869299999997
2020-01-01T04:00:00Z,0,202.19161888992539,0.22,0,0.26367027900000001
2020-01-01T05:00:00Z,0,306.22845842399994,0.22,0,0.25644523800000002
2020-01-01T06:00:00Z,0,523.83756562575729,0.22,0,0.26700611499999999
2020-01-01T07:00:00Z,0,611.1857306612502,0.22,0,0.27455094399999991
2020-01-01T08:00:00Z,0,567.96525916649398,0.28999999999999998,0,0.26761318699999997
2020-01-01T09:00:00Z,72.274152952565345,465.83142508358071,0.28999999999999998,0,0.266741336
2020-01-01T10:00:00Z,118.26679574056148,568.19704956061855,0.28999999999999998,0,0.26746132
2020-01-01T11:00:00Z,95.739787028073579,578.62721322528205,0.28999999999999998,0,0.26917342799999999
2020-01-01T12:00:00Z,98.555663117134557,568.79844949708036,0.58999999999999997,0,0.269990956
2020-01-01T13:00:00Z,76.967279767666994,466.23832697832898,0.58999999999999997,0,0.27102827099999999
2020-01-01T14:00:00Z,101.37153920619556,466.31805482576391,0.58999999999999997,0,0.27005893399999997
2020-01-01T15:00:00Z,57.256147144240082,466.20788801277678,0.58999999999999997,0,0.26803613900000001
2020-01-01T16:00:00Z,3.7545014520813167,596.54657353765765,0.58999999999999997,0,0.236242171
2020-01-01T17:00:00Z,0,625.46130575908649,0.58999999999999997,0,0.177314676
2020-01-01T18:00:00Z,0,625.49942316354213,0.28999999999999998,0,0.15440446599999999
2020-01-01T19:00:00Z,0,525.14502478243332,0.28999999999999998,0,0.147119995
2020-01-01T20:00:00Z,0,524.85698697657131,0.28999999999999998,0,0.1470606569999999
2020-01-01T21:00:00Z,0,523.85464938522341,0.22,0,0.15061971800000001
2020-01-01T22:00:00Z,0,522.33442730740785,0.22,0,0.15648468300000001
2020-01-01T23:00:00Z,0,533.31233061453713,0.22,0,0.184585793
2020-01-02T00:00:00Z,0,304.68832259001954,0.22,0,0.25024860599999998
2020-01-02T01:00:00Z,0,199.77689120464925,0.22,0,0.28901144600000001
2020-01-02T02:00:00Z,0,200.09411812449537,0.22,0,0.28841765899999999
2020-01-02T03:00:00Z,0,200.25161674136649,0.22,0,0.28833782499999999
2020-01-02T04:00:00Z,0,202.29765457868376,0.22,0,0.289301535
2020-01-02T05:00:00Z,0,306.2169571984997,0.22,0,0.29418242999999999
2020-01-02T06:00:00Z,0,523.9452244169014,0.22,0,0.29639342399999991
2020-01-02T07:00:00Z,0,611.48785408290928,0.22,0,0.304166993
2020-01-02T08:00:00Z,0,568.24061108121771,0.28999999999999998,0,0.30346501199999998
2020-01-02T09:00:00Z,169.89119070667957,466.15730400374281,0.28999999999999998,0,0.29539083399999999
2020-01-02T10:00:00Z,234.65634075508228,568.33311168890691,0.28999999999999998,0,0.29695147500000002
2020-01-02T11:00:00Z,185.8478218780252,578.79612728951531,0.28999999999999998,0,0.29594299099999999
2020-01-02T12:00:00Z,266.56960309777349,569.19245589655918,0.58999999999999997,0,0.29557813899999991
2020-01-02T13:00:00Z,76.967279767666994,466.68327495485198,0.58999999999999997,0,0.28642580600000001
2020-01-02T14:00:00Z,115.45091965150048,466.67188064518712,0.58999999999999997,0,0.28021787599999998
2020-01-02T15:00:00Z,34.729138431752176,466.46563331687099,0.58999999999999997,0,0.27559050899999998
2020-01-02T16:00:00Z,6.570377541142304,596.68620548204001,0.58999999999999997,0,0.24690179800000001
2020-01-02T17:00:00Z,0,625.71180710622991,0.58999999999999997,0,0.217547715
2020-01-02T18:00:00Z,0,625.80860684874608,0.28999999999999998,0,0.20800575099999999
2020-01-02T19:00:00Z,0,525.43055770301396,0.28999999999999998,0,0.21188236099999999
2020-01-02T20:00:00Z,0,524.95962754207346,0.28999999999999998,0,0.20346998499999999
2020-01-02T21:00:00Z,0,523.84334371751345,0.22,0,0.2017418889999999
2020-01-02T22:00:00Z,0,522.26113036563618,0.22,0,0.19596745300000001
2020-01-02T23:00:00Z,0,533.21994905981228,0.22,0,0.2144374289999999
2020-01-03T00:00:00Z,0,304.62712663885418,0.22,0,0.272056768
2020-01-03T01:00:00Z,0,199.67871205693808,0.22,0,0.30061684399999999
2020-01-03T02:00:00Z,0,199.94394978820199,0.22,0,0.29678315599999999
2020-01-03T03:00:00Z,0,200.07125545503959,0.22,0,0.29153282899999999
2020-01-03T04:00:00Z,0,209.11418179423609,0.22,0,0.290556598
2020-01-03T05:00:00Z,0,313.10828090496108,0.22,0,0.29495507500000001
2020-01-03T06:00:00Z,0,526.87070882084197,0.22,0,0.29457419299999998
2020-01-03T07:00:00Z,0,611.16720681094273,0.22,0,0.300728842
2020-01-03T08:00:00Z,0,567.92022946237228,0.28999999999999998,0,0.30272249099999998
2020-01-03T09:00:00Z,194.29545014520809,465.81555094587247,0.28999999999999998,0,0.31236427999999999
2020-01-03T10:00:00Z,290.97386253630202,567.95780669639021,0.28999999999999998,0,0.30793954099999998
