datetime,solar,load,price_buy,price_sell,co2
2020-01-01T00:00:00Z,0.0,15695.301240738298,0.08,0.0,0.180924313
2020-01-01T01:00:00Z,0.0,15413.72907943014,0.08,0.0,0.18330306
2020-01-01T02:00:00Z,0.0,15671.910424037938,0.08,0.0,0.195031339
2020-01-01T03:00:00Z,0.0,15414.1893409623,0.08,0.0,0.190779281
2020-01-01T04:00:00Z,0.0,16411.330149247926,0.08,0.0,0.1653023559999999
2020-01-01T05:00:00Z,0.0,17631.276638385378,0.11,0.0,0.148113168
2020-01-01T06:00:00Z,0.0,20845.569321096005,0.11,0.0,0.140914668
2020-01-01T07:00:00Z,2190.824702549575,19482.66240900649,0.11,0.0,0.143098532
2020-01-01T08:00:00Z,13379.679433427762,19222.263529693468,0.11,0.0,0.128036879
2020-01-01T09:00:00Z,28089.502436260624,16744.285156613463,0.11,0.0,0.1239275419999999
2020-01-01T10:00:00Z,39826.0633427762,14044.439074414397,0.11,0.0,0.124957329
2020-01-01T11:00:00Z,44911.906402266286,13787.238633969891,0.11,0.0,0.12943563
2020-01-01T12:00:00Z,49606.53076487252,14042.744878842776,0.11,0.0,0.1245606569999999
2020-01-01T13:00:00Z,44520.68770538244,13786.016459341416,0.11,0.0,0.113910851
2020-01-01T14:00:00Z,36618.07002832861,14040.5438738186,0.08,0.0,0.116719467
2020-01-01T15:00:00Z,21986.49076487252,13785.186468626753,0.08,0.0,0.159613893
2020-01-01T16:00:00Z,8998.03002832861,19581.736432048005,0.08,0.0,0.1556515769999999
2020-01-01T17:00:00Z,1564.8747875354106,22060.486524787106,0.11,0.0,0.149032037
2020-01-01T18:00:00Z,0.0,22319.403168132787,0.11,0.0,0.14856911
2020-01-01T19:00:00Z,0.0,20585.69127183918,0.11,0.0,0.144624445
2020-01-01T20:00:00Z,0.0,20948.103059584817,0.11,0.0,0.149420304
2020-01-01T21:00:00Z,0.0,19200.1117014632,0.11,0.0,0.160581971
2020-01-01T22:00:00Z,0.0,18006.624014007317,0.11,0.0,0.166213341
2020-01-01T23:00:00Z,0.0,16247.932504830776,0.11,0.0,0.164033259
2020-01-02T00:00:00Z,0.0,18806.70502051852,0.08,0.0,0.1698413839999999
2020-01-02T01:00:00Z,0.0,18523.70051458463,0.08,0.0,0.1731190219999999
2020-01-02T02:00:00Z,0.0,18810.467675321503,0.08,0.0,0.1764647319999999
2020-01-02T03:00:00Z,0.0,18526.388933590704,0.08,0.0,0.169054668
2020-01-02T04:00:00Z,0.0,19551.53918362597,0.08,0.0,0.167960843
2020-01-02T05:00:00Z,0.0,22251.79403987958,0.11,0.0,0.153002017
2020-01-02T06:00:00Z,0.0,26091.272959955,0.11,0.0,0.14763887
2020-01-02T07:00:00Z,2034.3372237960336,31209.744753835486,0.11,0.0,0.147055356
2020-01-02T08:00:00Z,11501.829688385267,63696.74616036935,0.11,0.0,0.144711639
2020-01-02T09:00:00Z,19013.22866855524,61363.369346383326,0.11,0.0,0.143415602
2020-01-02T10:00:00Z,26055.165212464588,58343.44279853938,0.11,0.0,0.158535003
2020-01-02T11:00:00Z,29106.67104815864,58309.096908519445,0.11,0.0,0.168648573
2020-01-02T12:00:00Z,31453.983229461755,55270.74679777279,0.11,0.0,0.1803168369999999
2020-01-02T13:00:00Z,22847.171898017,58255.94829470165,0.11,0.0,0.168610615
2020-01-02T14:00:00Z,35757.388895184136,58247.80150778258,0.08,0.0,0.17225371
2020-01-02T15:00:00Z,18543.766232294616,58250.15852905378,0.08,0.0,0.1651131019999999
2020-01-02T16:00:00Z,6181.255410764872,63792.4395311088,0.08,0.0,0.164272143
2020-01-02T17:00:00Z,704.1936543909349,57489.23006726815,0.11,0.0,0.170081495
2020-01-02T18:00:00Z,0.0,45442.40679240429,0.11,0.0,0.171532401
2020-01-02T19:00:00Z,0.0,43964.23638898668,0.11,0.0,0.175561898
2020-01-02T20:00:00Z,0.0,34926.92919145608,0.11,0.0,0.1788423519999999
2020-01-02T21:00:00Z,0.0,33443.50311730424,0.11,0.0,0.177304381
